server_generation,latency_sensitivity,time_step,capacity,demand
CPU.S2,low,66,23158.301784531322,31184.0
CPU.S2,medium,66,106033.4233263917,150497.0
CPU.S2,high,66,70023.47793594915,80639.0
CPU.S3,low,66,0.0,0.0
CPU.S3,medium,66,0.0,0.0
CPU.S3,high,66,0.0,0.0
CPU.S4,low,66,0.0,0.0
CPU.S4,medium,66,0.0,0.0
CPU.S4,high,66,0.0,0.0
GPU.S1,low,66,227.9952739345247,160.0
GPU.S1,medium,66,1249.0,1249.0
GPU.S1,high,66,5655.33498050682,5173.0
GPU.S2,low,66,58.0,58.0
GPU.S2,medium,66,206.0,206.0
GPU.S2,high,66,404.0,404.0
GPU.S3,low,66,0.0,0.0
GPU.S3,medium,66,0.0,0.0
GPU.S3,high,66,0.0,0.0
CPU.S1,low,67,322660.3261591253,376363.0
CPU.S1,medium,67,325635.88753257453,494444.0
CPU.S1,high,67,162915.36010345083,154923.0
CPU.S2,low,67,24627.021707405886,0.0
CPU.S2,medium,67,99268.00000000001,107461.0
CPU.S2,high,67,68678.92890852247,55182.0
CPU.S3,low,67,0.0,0.0
CPU.S3,medium,67,0.0,0.0
CPU.S3,high,67,0.0,0.0
CPU.S4,low,67,0.0,0.0
CPU.S4,medium,67,0.0,0.0
CPU.S4,high,67,0.0,0.0
GPU.S1,low,67,207.37373518815966,138.0
GPU.S1,medium,67,1141.9137105187974,1089.0
GPU.S1,high,67,5669.0,5669.0
GPU.S2,low,67,66.0,66.0
GPU.S2,medium,67,235.0,235.0
GPU.S2,high,67,427.0,427.0
GPU.S3,low,67,0.0,0.0
GPU.S3,medium,67,0.0,0.0
GPU.S3,high,67,0.0,0.0
CPU.S1,low,68,288436.80385192425,471300.0
CPU.S1,medium,68,326577.6694665416,483246.0
CPU.S1,high,68,163940.0,163940.0
CPU.S2,low,68,26206.0,26206.0
CPU.S2,medium,68,99268.0,99268.0
CPU.S2,high,68,62830.0,62830.0
CPU.S3,low,68,0.0,0.0
CPU.S3,medium,68,0.0,0.0
CPU.S3,high,68,0.0,0.0
CPU.S4,low,68,0.0,0.0
CPU.S4,medium,68,0.0,0.0
CPU.S4,high,68,0.0,0.0
GPU.S1,low,68,146.8752860311738,98.0
GPU.S1,medium,68,1047.0,1047.0
GPU.S1,high,68,5338.0,5338.0
GPU.S2,low,68,74.0,74.0
GPU.S2,medium,68,281.0,281.0
GPU.S2,high,68,493.0,493.0
GPU.S3,low,68,0.0,0.0
GPU.S3,medium,68,0.0,0.0
GPU.S3,high,68,0.0,0.0
CPU.S1,low,69,322370.5454815625,578402.0
CPU.S1,medium,69,320704.7443628978,464401.0
CPU.S1,high,69,173158.0,173158.0
CPU.S2,low,69,59136.0,59136.0
CPU.S2,medium,69,107760.0,107760.0
CPU.S2,high,69,83359.0,83359.0
CPU.S3,low,69,0.0,0.0
CPU.S3,medium,69,0.0,0.0
CPU.S3,high,69,0.0,0.0
CPU.S4,low,69,0.0,0.0
CPU.S4,medium,69,0.0,0.0
CPU.S4,high,69,0.0,0.0
GPU.S1,low,69,248.0,248.0
GPU.S1,medium,69,1020.0,1020.0
GPU.S1,high,69,6060.0,6060.0
GPU.S2,low,69,83.0,83.0
GPU.S2,medium,69,304.0,304.0
GPU.S2,high,69,516.0,516.0
GPU.S3,low,69,0.0,0.0
GPU.S3,medium,69,0.0,0.0
GPU.S3,high,69,0.0,0.0
CPU.S1,low,70,322370.5454815625,632748.0
CPU.S1,medium,70,318206.51477151125,498664.0
CPU.S1,high,70,159439.00926623738,180849.0
CPU.S2,low,70,87686.55602598625,88374.0
CPU.S2,medium,70,121041.0,121041.0
CPU.S2,high,70,88919.0,88919.0
CPU.S3,low,70,0.0,0.0
CPU.S3,medium,70,0.0,0.0
CPU.S3,high,70,0.0,0.0
CPU.S4,low,70,0.0,0.0
CPU.S4,medium,70,0.0,0.0
CPU.S4,high,70,0.0,0.0
GPU.S1,low,70,298.0,298.0
GPU.S1,medium,70,1047.0,1047.0
GPU.S1,high,70,6051.315304434138,6209.0
GPU.S2,low,70,92.0,92.0
GPU.S2,medium,70,258.0,258.0
GPU.S2,high,70,585.0,585.0
GPU.S3,low,70,0.0,0.0
GPU.S3,medium,70,0.0,0.0
GPU.S3,high,70,0.0,0.0
CPU.S1,low,71,318308.19524719164,631930.0
CPU.S1,medium,71,298114.83812464104,558288.0
CPU.S1,high,71,178196.5397681477,147205.0
CPU.S2,low,71,93992.0,93992.0
CPU.S2,medium,71,118286.92208605587,133429.0
CPU.S2,high,71,83042.61917781207,101634.0
CPU.S3,low,71,0.0,0.0
CPU.S3,medium,71,0.0,0.0
CPU.S3,high,71,0.0,0.0
CPU.S4,low,71,0.0,0.0
CPU.S4,medium,71,0.0,0.0
CPU.S4,high,71,0.0,0.0
GPU.S1,low,71,481.0,481.0
GPU.S1,medium,71,1098.1048705952649,1158.0
GPU.S1,high,71,6342.0,6342.0
GPU.S2,low,71,104.0,104.0
GPU.S2,medium,71,277.0,277.0
GPU.S2,high,71,604.0,604.0
GPU.S3,low,71,0.0,0.0
GPU.S3,medium,71,0.0,0.0
GPU.S3,high,71,0.0,0.0
CPU.S1,low,72,296211.4210082238,715426.0
CPU.S1,medium,72,226047.40156562973,618089.0
CPU.S1,high,72,267017.8571552505,297740.0
CPU.S2,low,72,86732.6219417368,131029.0
CPU.S2,medium,72,153811.18971767373,168650.0
CPU.S2,high,72,69887.0,69887.0
CPU.S3,low,72,0.0,0.0
CPU.S3,medium,72,0.0,0.0
CPU.S3,high,72,0.0,0.0
CPU.S4,low,72,0.0,0.0
CPU.S4,medium,72,0.0,0.0
CPU.S4,high,72,0.0,0.0
GPU.S1,low,72,498.19338026288557,609.0
GPU.S1,medium,72,975.0,975.0
GPU.S1,high,72,5681.9359368483965,6188.0
GPU.S2,low,72,122.0,122.0
GPU.S2,medium,72,316.0,316.0
GPU.S2,high,72,571.0,571.0
GPU.S3,low,72,0.0,0.0
GPU.S3,medium,72,0.0,0.0
GPU.S3,high,72,0.0,0.0
CPU.S1,low,73,289039.6342631709,611619.0
CPU.S1,medium,73,204636.55672217146,515841.0
CPU.S1,high,73,262443.48239706847,270002.0
CPU.S2,low,73,84965.27026263702,106417.0
CPU.S2,medium,73,172640.0,172640.0
CPU.S2,high,73,64558.0,64558.0
CPU.S3,low,73,14721.0,14721.0
CPU.S3,medium,73,16343.0,16343.0
CPU.S3,high,73,8162.0,8162.0
CPU.S4,low,73,0.0,0.0
CPU.S4,medium,73,0.0,0.0
CPU.S4,high,73,0.0,0.0
GPU.S1,low,73,363.5923685052099,651.0
GPU.S1,medium,73,1030.3067654235365,1190.0
GPU.S1,high,73,6392.837105804582,6515.0
GPU.S2,low,73,151.0,151.0
GPU.S2,medium,73,337.0,337.0
GPU.S2,high,73,646.0,646.0
GPU.S3,low,73,0.0,0.0
GPU.S3,medium,73,0.0,0.0
GPU.S3,high,73,0.0,0.0
CPU.S1,low,74,295112.99925578706,619243.0
CPU.S1,medium,74,217808.1818568405,539064.0
CPU.S1,high,74,266204.16997802095,326146.0
CPU.S2,low,74,91915.07585437139,115196.0
CPU.S2,medium,74,204211.0,204211.0
CPU.S2,high,74,68405.80547970593,68534.0
CPU.S3,low,74,15462.874251562136,17356.0
CPU.S3,medium,74,19656.0,19656.0
CPU.S3,high,74,8566.0,8566.0
CPU.S4,low,74,0.0,0.0
CPU.S4,medium,74,0.0,0.0
CPU.S4,high,74,0.0,0.0
GPU.S1,low,74,325.3194876099247,599.0
GPU.S1,medium,74,1051.2691695668518,1109.0
GPU.S1,high,74,6485.0,6485.0
GPU.S2,low,74,169.0,169.0
GPU.S2,medium,74,323.0,323.0
GPU.S2,high,74,762.0,762.0
GPU.S3,low,74,0.0,0.0
GPU.S3,medium,74,0.0,0.0
GPU.S3,high,74,0.0,0.0
CPU.S1,low,75,319386.75765557896,574228.0
CPU.S1,medium,75,194459.06503424738,462101.0
CPU.S1,high,75,250323.0,250323.0
CPU.S2,low,75,88565.82083659763,75786.0
CPU.S2,medium,75,250486.0,250486.0
CPU.S2,high,75,56850.0,56850.0
CPU.S3,low,75,16013.0,16013.0
CPU.S3,medium,75,20719.0,20719.0
CPU.S3,high,75,8557.0,8557.0
CPU.S4,low,75,0.0,0.0
CPU.S4,medium,75,0.0,0.0
CPU.S4,high,75,0.0,0.0
GPU.S1,low,75,574.1219297873362,785.0
GPU.S1,medium,75,958.0,958.0
GPU.S1,high,75,5730.287420589862,6538.0
GPU.S2,low,75,186.0,186.0
GPU.S2,medium,75,306.3333312886153,355.0
GPU.S2,high,75,836.0,836.0
GPU.S3,low,75,0.0,0.0
GPU.S3,medium,75,0.0,0.0
GPU.S3,high,75,0.0,0.0
CPU.S1,low,76,365511.0000000001,439847.0
CPU.S1,medium,76,150802.9229083232,438318.0
CPU.S1,high,76,235577.0,235577.0
CPU.S2,low,76,88743.08227560527,56995.0
CPU.S2,medium,76,296919.0,296919.0
CPU.S2,high,76,59889.0,59889.0
CPU.S3,low,76,15553.0,15553.0
CPU.S3,medium,76,21891.0,21891.0
CPU.S3,high,76,9544.0,9544.0
CPU.S4,low,76,0.0,0.0
CPU.S4,medium,76,0.0,0.0
CPU.S4,high,76,0.0,0.0
GPU.S1,low,76,515.2425933358511,774.0
GPU.S1,medium,76,1185.0,1185.0
GPU.S1,high,76,6126.0,6126.0
GPU.S2,low,76,201.0,201.0
GPU.S2,medium,76,306.0,306.0
GPU.S2,high,76,846.8038568243279,825.0
GPU.S3,low,76,0.0,0.0
GPU.S3,medium,76,0.0,0.0
GPU.S3,high,76,0.0,0.0
CPU.S1,low,77,364735.5326130422,420413.0
CPU.S1,medium,77,144318.42758037266,448386.0
CPU.S1,high,77,237348.46169434924,216579.0
CPU.S2,low,77,91262.00000000004,108261.0
CPU.S2,medium,77,275142.2662510057,367999.0
CPU.S2,high,77,62596.1256492627,51702.0
CPU.S3,low,77,13077.588235294117,12431.0
CPU.S3,medium,77,29144.0,29144.0
CPU.S3,high,77,13514.0,13514.0
CPU.S4,low,77,0.0,0.0
CPU.S4,medium,77,0.0,0.0
CPU.S4,high,77,0.0,0.0
GPU.S1,low,77,368.89145133201004,800.0
GPU.S1,medium,77,1403.0,1403.0
GPU.S1,high,77,6094.0,6094.0
GPU.S2,low,77,222.0,222.0
GPU.S2,medium,77,305.0,305.0
GPU.S2,high,77,886.0,886.0
GPU.S3,low,77,0.0,0.0
GPU.S3,medium,77,0.0,0.0
GPU.S3,high,77,0.0,0.0
CPU.S1,low,78,365511.0000000001,496004.0
CPU.S1,medium,78,146893.11879603958,455533.0
CPU.S1,high,78,242490.83553143535,252027.0
CPU.S2,low,78,91262.0,91262.0
CPU.S2,medium,78,303989.89608934737,392340.0
CPU.S2,high,78,65265.0,65265.0
CPU.S3,low,78,12330.365028882898,15744.0
CPU.S3,medium,78,32652.041302987745,37529.0
CPU.S3,high,78,12423.0,12423.0
CPU.S4,low,78,0.0,0.0
CPU.S4,medium,78,0.0,0.0
CPU.S4,high,78,0.0,0.0
GPU.S1,low,78,254.26685603097755,685.0
GPU.S1,medium,78,1494.5342147380343,1518.0
GPU.S1,high,78,6095.0,6095.0
GPU.S2,low,78,234.0,234.0
GPU.S2,medium,78,341.0,341.0
GPU.S2,high,78,902.0,902.0
GPU.S3,low,78,0.0,0.0
GPU.S3,medium,78,0.0,0.0
GPU.S3,high,78,0.0,0.0
CPU.S1,low,79,365511.0,365511.0
CPU.S1,medium,79,135943.2996632078,284940.0
CPU.S1,high,79,181843.0,181843.0
CPU.S2,low,79,86451.87761989869,85638.0
CPU.S2,medium,79,276690.8520536047,314860.0
CPU.S2,high,79,60646.31289443893,56245.0
CPU.S3,low,79,12522.806826524064,11414.0
CPU.S3,medium,79,33580.0,33580.0
CPU.S3,high,79,12927.622878493006,11194.0
CPU.S4,low,79,0.0,0.0
CPU.S4,medium,79,0.0,0.0
CPU.S4,high,79,0.0,0.0
GPU.S1,low,79,653.0,653.0
GPU.S1,medium,79,1395.0,1395.0
GPU.S1,high,79,5677.0,5677.0
GPU.S2,low,79,241.0,241.0
GPU.S2,medium,79,402.0,402.0
GPU.S2,high,79,927.0,927.0
GPU.S3,low,79,0.0,0.0
GPU.S3,medium,79,0.0,0.0
GPU.S3,high,79,0.0,0.0
CPU.S1,low,80,346365.8094294986,377502.0
CPU.S1,medium,80,143600.74112995763,275851.0
CPU.S1,high,80,167708.0,167708.0
CPU.S2,low,80,190428.0,190428.0
CPU.S2,medium,80,304112.0,304112.0
CPU.S2,high,80,67786.0,67786.0
CPU.S3,low,80,11701.0,11701.0
CPU.S3,medium,80,34501.0,34501.0
CPU.S3,high,80,14382.0,14382.0
CPU.S4,low,80,0.0,0.0
CPU.S4,medium,80,0.0,0.0
CPU.S4,high,80,0.0,0.0
GPU.S1,low,80,702.1806037993274,877.0
GPU.S1,medium,80,1473.5787035565227,1511.0
GPU.S1,high,80,5677.000000000001,6103.0
GPU.S2,low,80,240.67139200876125,230.0
GPU.S2,medium,80,458.0,458.0
GPU.S2,high,80,914.0,914.0
GPU.S3,low,80,0.0,0.0
GPU.S3,medium,80,0.0,0.0
GPU.S3,high,80,0.0,0.0
CPU.S1,low,81,351668.53596686135,568028.0
CPU.S1,medium,81,122678.71772661628,355414.0
CPU.S1,high,81,28601.0,28601.0
CPU.S2,low,81,215234.3353854817,250479.0
CPU.S2,medium,81,304079.59654902463,386460.0
CPU.S2,high,81,73071.0,73071.0
CPU.S3,low,81,11955.12307220532,17175.0
CPU.S3,medium,81,36671.0,36671.0
CPU.S3,high,81,12954.0,12954.0
CPU.S4,low,81,0.0,0.0
CPU.S4,medium,81,0.0,0.0
CPU.S4,high,81,0.0,0.0
GPU.S1,low,81,2725.347364650345,1134.0
GPU.S1,medium,81,1938.494103115218,1781.0
GPU.S1,high,81,1485.3529411764705,1327.0
GPU.S2,low,81,280.0,280.0
GPU.S2,medium,81,429.43203768020084,477.0
GPU.S2,high,81,897.0,897.0
GPU.S3,low,81,0.0,0.0
GPU.S3,medium,81,0.0,0.0
GPU.S3,high,81,0.0,0.0
CPU.S1,low,82,378100.09477415116,525806.0
CPU.S1,medium,82,131490.91304391378,329949.0
CPU.S1,high,82,30815.41444883389,29620.0
CPU.S2,low,82,231420.0,231420.0
CPU.S2,medium,82,304112.0,362670.0
CPU.S2,high,82,83014.0,83014.0
CPU.S3,low,82,5105.560920158042,0.0
CPU.S3,medium,82,41198.0,41198.0
CPU.S3,high,82,18164.0,18164.0
CPU.S4,low,82,0.0,0.0
CPU.S4,medium,82,0.0,0.0
CPU.S4,high,82,0.0,0.0
GPU.S1,low,82,2589.025745592397,1050.0
GPU.S1,medium,82,1911.0,1911.0
GPU.S1,high,82,1329.0,1329.0
GPU.S2,low,82,317.0,317.0
GPU.S2,medium,82,501.0,501.0
GPU.S2,high,82,725.0,725.0
GPU.S3,low,82,0.0,0.0
GPU.S3,medium,82,0.0,0.0
GPU.S3,high,82,0.0,0.0
CPU.S1,low,83,383188.376226977,488906.0
CPU.S1,medium,83,130976.69082709285,298673.0
CPU.S1,high,83,31342.061880583497,34974.0
CPU.S2,low,83,225242.48643327635,232912.0
CPU.S2,medium,83,304112.0,372282.0
CPU.S2,high,83,95164.0,95164.0
CPU.S3,low,83,5105.560920158042,835.0
CPU.S3,medium,83,44109.0,44109.0
CPU.S3,high,83,22493.0,22493.0
CPU.S4,low,83,0.0,0.0
CPU.S4,medium,83,0.0,0.0
CPU.S4,high,83,0.0,0.0
GPU.S1,low,83,2982.0856731975423,1480.0
GPU.S1,medium,83,1823.5098414370975,1788.0
GPU.S1,high,83,1189.0,1189.0
GPU.S2,low,83,320.99049515750886,339.0
GPU.S2,medium,83,432.8448218062537,578.0
GPU.S2,high,83,847.0,847.0
GPU.S3,low,83,0.0,0.0
GPU.S3,medium,83,0.0,0.0
GPU.S3,high,83,0.0,0.0
CPU.S1,low,84,364163.51628990436,458912.0
CPU.S1,medium,84,112186.90872998477,275476.0
CPU.S1,high,84,29212.0,29212.0
CPU.S2,low,84,229514.88060514923,289421.0
CPU.S2,medium,84,297584.69056827837,415917.0
CPU.S2,high,84,108476.0,108476.0
CPU.S3,low,84,6716.0,6716.0
CPU.S3,medium,84,48478.0,48478.0
CPU.S3,high,84,23506.47785684436,22193.0
CPU.S4,low,84,0.0,0.0
CPU.S4,medium,84,0.0,0.0
CPU.S4,high,84,0.0,0.0
GPU.S1,low,84,2841.1785892334915,1428.0
GPU.S1,medium,84,1955.0,1955.0
GPU.S1,high,84,1089.0,1089.0
GPU.S2,low,84,501.6949135548767,490.0
GPU.S2,medium,84,776.0,776.0
GPU.S2,high,84,287.70588235294116,258.0
GPU.S3,low,84,0.0,0.0
GPU.S3,medium,84,0.0,0.0
GPU.S3,high,84,0.0,0.0
CPU.S1,low,85,364639.04347912554,383582.0
CPU.S1,medium,85,112787.18314463693,225733.0
CPU.S1,high,85,22757.0,22757.0
CPU.S2,low,85,231869.8499880241,345604.0
CPU.S2,medium,85,301490.1408395603,389981.0
CPU.S2,high,85,108981.62386632198,111472.0
CPU.S3,low,85,15416.0,15416.0
CPU.S3,medium,85,47060.0,47060.0
CPU.S3,high,85,21949.0,21949.0
CPU.S4,low,85,0.0,0.0
CPU.S4,medium,85,0.0,0.0
CPU.S4,high,85,0.0,0.0
GPU.S1,low,85,2982.0856731975423,1295.0
GPU.S1,medium,85,2138.0404110179334,1694.0
GPU.S1,high,85,1066.029486361859,974.0
GPU.S2,low,85,449.1974162181395,435.0
GPU.S2,medium,85,858.4222101418003,705.0
GPU.S2,high,85,277.0,277.0
GPU.S3,low,85,0.0,0.0
GPU.S3,medium,85,0.0,0.0
GPU.S3,high,85,0.0,0.0
CPU.S1,low,86,382919.4481038569,399938.0
CPU.S1,medium,86,120729.96342575278,233030.0
CPU.S1,high,86,25170.365710999267,23859.0
CPU.S2,low,86,234363.9274164911,251969.0
CPU.S2,medium,86,273998.4019060106,409065.0
CPU.S2,high,86,103131.0,103131.0
CPU.S3,low,86,24293.0,24293.0
CPU.S3,medium,86,45886.61249602831,52128.0
CPU.S3,high,86,26841.0,26841.0
CPU.S4,low,86,0.0,0.0
CPU.S4,medium,86,0.0,0.0
CPU.S4,high,86,0.0,0.0
GPU.S1,low,86,2758.6165517987465,1398.0
GPU.S1,medium,86,2081.9999999999995,1784.0
GPU.S1,high,86,1176.0,1176.0
GPU.S2,low,86,476.2550734095694,441.0
GPU.S2,medium,86,799.6280346709163,761.0
GPU.S2,high,86,315.0,315.0
GPU.S3,low,86,0.0,0.0
GPU.S3,medium,86,0.0,0.0
GPU.S3,high,86,0.0,0.0
CPU.S1,low,87,376930.0,376930.0
CPU.S1,medium,87,120436.67669260752,195273.0
CPU.S1,high,87,24727.0,24727.0
CPU.S2,low,87,220823.5598924248,228697.0
CPU.S2,medium,87,269754.3365406593,391243.0
CPU.S2,high,87,88379.0,88379.0
CPU.S3,low,87,34415.0,34415.0
CPU.S3,medium,87,50444.67412717753,47767.0
CPU.S3,high,87,27452.0,27452.0
CPU.S4,low,87,0.0,0.0
CPU.S4,medium,87,0.0,0.0
CPU.S4,high,87,0.0,0.0
GPU.S1,low,87,2621.222810727002,1546.0
GPU.S1,medium,87,2082.0,2082.0
GPU.S1,high,87,1321.0,1321.0
GPU.S2,low,87,514.0,514.0
GPU.S2,medium,87,840.0,840.0
GPU.S2,high,87,331.0,331.0
GPU.S3,low,87,0.0,0.0
GPU.S3,medium,87,0.0,0.0
GPU.S3,high,87,0.0,0.0
CPU.S1,low,88,337253.15789473685,387258.0
CPU.S1,medium,88,111681.30260511042,176461.0
CPU.S1,high,88,21825.604816238178,21110.0
CPU.S2,low,88,238606.96686563964,180525.0
CPU.S2,medium,88,301490.1408395603,338944.0
CPU.S2,high,88,82992.06897111732,73990.0
CPU.S3,low,88,43111.0,43111.0
CPU.S3,medium,88,48031.0,48031.0
CPU.S3,high,88,25811.749325549663,24255.0
CPU.S4,low,88,0.0,0.0
CPU.S4,medium,88,0.0,0.0
CPU.S4,high,88,0.0,0.0
GPU.S1,low,88,2458.8290318462427,1723.0
GPU.S1,medium,88,2279.0,2279.0
GPU.S1,high,88,1206.0,1206.0
GPU.S2,low,88,528.0,528.0
GPU.S2,medium,88,919.0,919.0
GPU.S2,high,88,314.0,314.0
GPU.S3,low,88,0.0,0.0
GPU.S3,medium,88,0.0,0.0
GPU.S3,high,88,0.0,0.0
CPU.S1,low,89,364797.8274274665,387557.0
CPU.S1,medium,89,111223.01526723422,207588.0
CPU.S1,high,89,23473.0,23473.0
CPU.S2,low,89,242858.685111649,162994.0
CPU.S2,medium,89,268029.81915405823,340005.0
CPU.S2,high,89,81568.0,81568.0
CPU.S3,low,89,46049.0,46049.0
CPU.S3,medium,89,61057.0,61057.0
CPU.S3,high,89,32944.0,32944.0
CPU.S4,low,89,0.0,0.0
CPU.S4,medium,89,0.0,0.0
CPU.S4,high,89,0.0,0.0
GPU.S1,low,89,2507.6723631110417,2045.0
GPU.S1,medium,89,2252.0,2252.0
GPU.S1,high,89,1222.0,1222.0
GPU.S2,low,89,567.0,567.0
GPU.S2,medium,89,983.0,983.0
GPU.S2,high,89,370.0,370.0
GPU.S3,low,89,0.0,0.0
GPU.S3,medium,89,0.0,0.0
GPU.S3,high,89,0.0,0.0
CPU.S1,low,90,332880.33100374334,459099.0
CPU.S1,medium,90,110993.56475171693,256262.0
CPU.S1,high,90,25850.253043873126,30081.0
CPU.S2,low,90,264886.7799127037,190858.0
CPU.S2,medium,90,290344.8490392393,438907.0
CPU.S2,high,90,86563.0,86563.0
CPU.S3,low,90,67962.0841779094,69406.0
CPU.S3,medium,90,60606.49221786686,76350.0
CPU.S3,high,90,45367.0,45367.0
CPU.S4,low,90,0.0,0.0
CPU.S4,medium,90,0.0,0.0
CPU.S4,high,90,0.0,0.0
GPU.S1,low,90,2034.0,2034.0
GPU.S1,medium,90,2445.6760907104344,2493.0
GPU.S1,high,90,1369.0,1369.0
GPU.S2,low,90,614.0,614.0
GPU.S2,medium,90,1124.0,1124.0
GPU.S2,high,90,411.0,411.0
GPU.S3,low,90,0.0,0.0
GPU.S3,medium,90,0.0,0.0
GPU.S3,high,90,0.0,0.0
CPU.S1,low,91,325164.9605789302,382875.0
CPU.S1,medium,91,117595.69065376878,188569.0
CPU.S1,high,91,26335.0,26335.0
CPU.S2,low,91,265037.31617188477,201134.0
CPU.S2,medium,91,267703.0,267703.0
CPU.S2,high,91,69431.0,69431.0
CPU.S3,low,91,73971.0,73971.0
CPU.S3,medium,91,62045.0,62045.0
CPU.S3,high,91,50704.294117647056,47328.0
CPU.S4,low,91,0.0,0.0
CPU.S4,medium,91,0.0,0.0
CPU.S4,high,91,0.0,0.0
GPU.S1,low,91,2085.930953325085,2120.0
GPU.S1,medium,91,2443.0,2443.0
GPU.S1,high,91,1377.0,1377.0
GPU.S2,low,91,656.0,656.0
GPU.S2,medium,91,1242.4305206392846,1222.0
GPU.S2,high,91,421.0,421.0
GPU.S3,low,91,0.0,0.0
GPU.S3,medium,91,0.0,0.0
GPU.S3,high,91,0.0,0.0
CPU.S1,low,92,354932.3335326786,452439.0
CPU.S1,medium,92,114824.6251872931,197176.0
CPU.S1,high,92,26457.290194132955,26664.0
CPU.S2,low,92,293672.3844437118,258214.0
CPU.S2,medium,92,260725.0,260725.0
CPU.S2,high,92,77599.35294117648,69655.0
CPU.S3,low,92,110122.0,110122.0
CPU.S3,medium,92,71552.0,71552.0
CPU.S3,high,92,54743.0,54743.0
CPU.S4,low,92,0.0,0.0
CPU.S4,medium,92,0.0,0.0
CPU.S4,high,92,0.0,0.0
GPU.S1,low,92,1932.220873794024,2068.0
GPU.S1,medium,92,2718.0,2718.0
GPU.S1,high,92,1250.0,1250.0
GPU.S2,low,92,594.7446617078223,679.0
GPU.S2,medium,92,1111.6483605719911,1179.0
GPU.S2,high,92,537.0,537.0
GPU.S3,low,92,0.0,0.0
GPU.S3,medium,92,0.0,0.0
GPU.S3,high,92,0.0,0.0
CPU.S1,low,93,337390.5166273395,452834.0
CPU.S1,medium,93,123492.30770868197,208010.0
CPU.S1,high,93,25699.0,25699.0
CPU.S2,low,93,304888.1387988047,433728.0
CPU.S2,medium,93,253830.0,253830.0
CPU.S2,high,93,77359.1277294557,75712.0
CPU.S3,low,93,114948.12220872345,122992.0
CPU.S3,medium,93,84476.0,84476.0
CPU.S3,high,93,62790.0,62790.0
CPU.S4,low,93,0.0,0.0
CPU.S4,medium,93,0.0,0.0
CPU.S4,high,93,0.0,0.0
GPU.S1,low,93,2188.0,2188.0
GPU.S1,medium,93,2540.849654298057,2720.0
GPU.S1,high,93,1057.0,1057.0
GPU.S2,low,93,645.0,645.0
GPU.S2,medium,93,1122.0,1122.0
GPU.S2,high,93,559.0,559.0
GPU.S3,low,93,0.0,0.0
GPU.S3,medium,93,0.0,0.0
GPU.S3,high,93,0.0,0.0
CPU.S1,low,94,308634.5444836898,481754.0
CPU.S1,medium,94,144777.68417523542,245067.0
CPU.S1,high,94,21286.0,21286.0
CPU.S2,low,94,372368.8057749816,435783.0
CPU.S2,medium,94,200117.0,200117.0
CPU.S2,high,94,88485.0,88485.0
CPU.S3,low,94,116963.92199205818,94599.0
CPU.S3,medium,94,95229.0,95229.0
CPU.S3,high,94,68768.55565183148,67877.0
CPU.S4,low,94,0.0,0.0
CPU.S4,medium,94,0.0,0.0
CPU.S4,high,94,0.0,0.0
GPU.S1,low,94,2811.0,2811.0
GPU.S1,medium,94,2251.0,2251.0
GPU.S1,high,94,1058.0,1058.0
GPU.S2,low,94,647.3110173304292,583.0
GPU.S2,medium,94,1226.3360387382038,1197.0
GPU.S2,high,94,549.4075836333354,539.0
GPU.S3,low,94,0.0,0.0
GPU.S3,medium,94,0.0,0.0
GPU.S3,high,94,0.0,0.0
CPU.S1,low,95,284883.6464738134,535316.0
CPU.S1,medium,95,149628.7439694635,248159.0
CPU.S1,high,95,20886.009694428183,18071.0
CPU.S2,low,95,333172.089377615,388157.0
CPU.S2,medium,95,212067.14852388177,183430.0
CPU.S2,high,95,88485.0,84237.0
CPU.S3,low,95,154627.0,154627.0
CPU.S3,medium,95,103939.4383494856,105922.0
CPU.S3,high,95,75883.0,75883.0
CPU.S4,low,95,0.0,0.0
CPU.S4,medium,95,0.0,0.0
CPU.S4,high,95,0.0,0.0
GPU.S1,low,95,2671.4550977761396,2476.0
GPU.S1,medium,95,2169.0,2169.0
GPU.S1,high,95,1114.6809394276963,1060.0
GPU.S2,low,95,599.0,599.0
GPU.S2,medium,95,1286.0,1286.0
GPU.S2,high,95,615.0,615.0
GPU.S3,low,95,0.0,0.0
GPU.S3,medium,95,0.0,0.0
GPU.S3,high,95,0.0,0.0
CPU.S1,low,96,256477.3138088987,585586.0
CPU.S1,medium,96,149897.42875200397,269110.0
CPU.S1,high,96,19856.0,19856.0
CPU.S2,low,96,352822.3371835303,383663.0
CPU.S2,medium,96,206276.26060104795,252042.0
CPU.S2,high,96,94682.98415257735,94735.0
CPU.S3,low,96,175459.0,175459.0
CPU.S3,medium,96,108457.0,108457.0
CPU.S3,high,96,78912.0,78912.0
CPU.S4,low,96,0.0,0.0
CPU.S4,medium,96,0.0,0.0
CPU.S4,high,96,0.0,0.0
GPU.S1,low,96,2916.4475986485395,2978.0
GPU.S1,medium,96,1819.0383008234312,2097.0
GPU.S1,high,96,1193.0,1193.0
GPU.S2,low,96,760.0,760.0
GPU.S2,medium,96,1185.0107017363061,1193.0
GPU.S2,high,96,678.0,678.0
GPU.S3,low,96,0.0,0.0
GPU.S3,medium,96,0.0,0.0
GPU.S3,high,96,0.0,0.0
CPU.S1,low,97,270944.7383625452,616588.0
CPU.S1,medium,97,158601.36294056894,273173.0
CPU.S1,high,97,22062.208792597645,25068.0
